Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,index,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Over18,OverTime
34.0,1324.0,3.0,4.0,1.0,2431.0,4.0,84.0,2.0,1.0,1.0,5702.0,27291.0,0.0,17.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,0.0,7.0,753,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,Yes
52.0,426.0,8.0,4.0,1.0,2432.0,4.0,62.0,3.0,1.0,2.0,4748.0,12178.0,6.0,16.0,3.0,4.0,80.0,1.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,1371,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,No
34.0,279.0,8.0,2.0,1.0,2433.0,2.0,79.0,4.0,3.0,1.0,11329.0,19364.0,0.0,13.0,3.0,3.0,80.0,2.0,10.0,4.0,2.0,8.0,7.0,1.0,7.0,988,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,Yes
55.0,269.0,25.0,3.0,1.0,2434.0,4.0,41.0,4.0,3.0,4.0,16489.0,15751.0,2.0,13.0,3.0,3.0,80.0,0.0,22.0,3.0,3.0,5.0,3.0,4.0,4.0,100,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Divorced,Yes,Yes
47.0,1254.0,11.0,2.0,1.0,2435.0,4.0,94.0,3.0,3.0,4.0,16770.0,7969.0,3.0,14.0,3.0,2.0,80.0,1.0,25.0,4.0,4.0,9.0,3.0,1.0,1.0,1150,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
43.0,554.0,16.0,2.0,1.0,2436.0,3.0,80.0,3.0,1.0,3.0,4459.0,10844.0,8.0,17.0,3.0,2.0,80.0,1.0,7.0,0.0,3.0,4.0,2.0,0.0,0.0,1353,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,Yes,Yes
47.0,299.0,5.0,3.0,1.0,2437.0,3.0,64.0,1.0,3.0,3.0,9880.0,9064.0,4.0,22.0,4.0,3.0,80.0,1.0,10.0,2.0,4.0,5.0,0.0,0.0,3.0,1282,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
43.0,1314.0,23.0,2.0,1.0,2438.0,1.0,69.0,3.0,2.0,4.0,4262.0,25471.0,1.0,18.0,3.0,1.0,80.0,1.0,10.0,3.0,3.0,9.0,7.0,4.0,7.0,232,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,Yes,No
33.0,1490.0,2.0,1.0,1.0,2439.0,4.0,51.0,3.0,2.0,3.0,5135.0,27159.0,1.0,14.0,3.0,1.0,80.0,1.0,10.0,1.0,3.0,10.0,7.0,0.0,8.0,483,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,Yes,No
30.0,1365.0,24.0,3.0,1.0,2440.0,1.0,57.0,1.0,1.0,3.0,3367.0,12706.0,1.0,13.0,3.0,3.0,80.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1367,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,Yes,No
26.0,1352.0,21.0,1.0,1.0,2441.0,3.0,58.0,3.0,1.0,3.0,4374.0,25468.0,1.0,13.0,3.0,3.0,80.0,0.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,1460,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Yes,No
46.0,1222.0,5.0,2.0,1.0,2442.0,3.0,96.0,4.0,4.0,1.0,18114.0,19065.0,1.0,15.0,3.0,4.0,80.0,1.0,25.0,4.0,2.0,24.0,8.0,12.0,12.0,1435,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Yes,Yes
35.0,888.0,3.0,1.0,1.0,2443.0,2.0,83.0,3.0,2.0,4.0,7110.0,10673.0,4.0,14.0,3.0,3.0,80.0,0.0,10.0,2.0,4.0,6.0,5.0,0.0,5.0,1402,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,Yes,Yes
29.0,761.0,4.0,3.0,1.0,2444.0,1.0,95.0,3.0,1.0,1.0,4884.0,11638.0,5.0,14.0,3.0,3.0,80.0,1.0,7.0,4.0,3.0,3.0,2.0,0.0,2.0,926,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,No
38.0,1369.0,17.0,4.0,1.0,2445.0,3.0,98.0,3.0,2.0,1.0,9191.0,22327.0,3.0,16.0,3.0,4.0,80.0,2.0,15.0,2.0,3.0,7.0,7.0,1.0,7.0,1212,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,No
36.0,1001.0,6.0,4.0,1.0,2446.0,2.0,72.0,3.0,1.0,2.0,3738.0,19246.0,2.0,15.0,3.0,2.0,80.0,0.0,12.0,3.0,3.0,7.0,7.0,0.0,7.0,247,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Yes,No
46.0,984.0,4.0,3.0,1.0,2447.0,1.0,93.0,3.0,1.0,1.0,3427.0,16485.0,4.0,13.0,3.0,3.0,80.0,0.0,10.0,4.0,4.0,4.0,2.0,1.0,2.0,325,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,No
33.0,563.0,27.0,4.0,1.0,2448.0,4.0,79.0,2.0,1.0,1.0,4669.0,10805.0,1.0,15.0,3.0,2.0,80.0,0.0,6.0,3.0,1.0,5.0,4.0,0.0,4.0,822,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Yes,No
31.0,1092.0,8.0,3.0,1.0,2449.0,3.0,74.0,3.0,1.0,4.0,4372.0,8657.0,1.0,13.0,3.0,3.0,80.0,0.0,7.0,4.0,2.0,6.0,2.0,1.0,4.0,1178,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,Yes,No
49.0,742.0,28.0,4.0,1.0,2450.0,1.0,93.0,3.0,3.0,2.0,11707.0,12440.0,1.0,13.0,3.0,4.0,80.0,1.0,10.0,2.0,2.0,10.0,7.0,8.0,8.0,1234,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,Yes,No
41.0,336.0,22.0,3.0,1.0,2451.0,4.0,53.0,2.0,3.0,3.0,9680.0,11079.0,0.0,22.0,4.0,2.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,1.0,7.0,827,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,Yes
41.0,1407.0,2.0,3.0,1.0,2452.0,1.0,67.0,2.0,1.0,1.0,3860.0,13547.0,4.0,15.0,3.0,1.0,80.0,0.0,19.0,3.0,2.0,2.0,0.0,0.0,0.0,98,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,Yes,No
37.0,698.0,4.0,1.0,1.0,2453.0,1.0,54.0,3.0,2.0,4.0,8135.0,23467.0,0.0,18.0,3.0,3.0,80.0,0.0,8.0,1.0,2.0,6.0,2.0,0.0,4.0,1300,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,Yes,No
38.0,1027.0,2.0,4.0,1.0,2454.0,4.0,66.0,2.0,1.0,3.0,3336.0,18020.0,6.0,13.0,3.0,2.0,80.0,1.0,10.0,2.0,3.0,8.0,0.0,1.0,7.0,184,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,Yes,No
51.0,1325.0,11.0,4.0,1.0,2455.0,4.0,85.0,3.0,2.0,4.0,5299.0,10531.0,3.0,13.0,3.0,3.0,80.0,0.0,9.0,1.0,4.0,5.0,1.0,0.0,4.0,1432,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,Yes,Yes
36.0,456.0,6.0,3.0,1.0,2456.0,4.0,44.0,3.0,1.0,3.0,3854.0,11412.0,1.0,14.0,3.0,2.0,80.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1390,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,Yes,No
51.0,1471.0,27.0,2.0,1.0,2457.0,1.0,101.0,2.0,2.0,1.0,5105.0,23875.0,3.0,21.0,4.0,1.0,80.0,0.0,19.0,2.0,3.0,4.0,3.0,1.0,3.0,815,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Single,Yes,Yes
50.0,1245.0,10.0,3.0,1.0,2458.0,4.0,95.0,2.0,4.0,2.0,18529.0,15486.0,4.0,13.0,3.0,4.0,80.0,0.0,27.0,3.0,3.0,21.0,9.0,11.0,8.0,1351,Travel_Frequently,Research & Development,Medical,Female,Manager,Divorced,Yes,No
42.0,747.0,7.0,2.0,1.0,2459.0,3.0,62.0,2.0,4.0,4.0,18186.0,22433.0,1.0,16.0,3.0,1.0,80.0,1.0,20.0,2.0,3.0,20.0,8.0,11.0,3.0,1140,Travel_Rarely,Research & Development,Medical,Female,Research Director,Divorced,Yes,Yes
55.0,1399.0,23.0,4.0,1.0,2460.0,2.0,57.0,4.0,3.0,4.0,7479.0,6181.0,3.0,16.0,3.0,3.0,80.0,0.0,11.0,2.0,3.0,4.0,3.0,1.0,2.0,1238,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,Yes,No
40.0,862.0,2.0,3.0,1.0,2461.0,2.0,67.0,3.0,3.0,4.0,7904.0,24921.0,4.0,18.0,3.0,4.0,80.0,0.0,12.0,3.0,4.0,6.0,5.0,1.0,2.0,319,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Married,Yes,Yes
53.0,1178.0,8.0,4.0,1.0,2462.0,1.0,61.0,1.0,3.0,4.0,10661.0,26117.0,2.0,16.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,4.0,2.0,0.0,3.0,29,Travel_Rarely,Sales,Marketing,Female,Manager,Single,Yes,No
29.0,702.0,13.0,1.0,1.0,2463.0,2.0,50.0,3.0,1.0,3.0,3195.0,27244.0,1.0,13.0,3.0,3.0,80.0,0.0,8.0,1.0,3.0,7.0,4.0,0.0,6.0,1295,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Yes,Yes
44.0,958.0,6.0,2.0,1.0,2464.0,1.0,99.0,2.0,1.0,1.0,3205.0,21653.0,6.0,18.0,3.0,1.0,80.0,1.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,1137,Non-Travel,Research & Development,Other,Female,Research Scientist,Married,Yes,Yes
45.0,302.0,3.0,5.0,1.0,2465.0,4.0,84.0,4.0,2.0,1.0,6840.0,14820.0,6.0,17.0,3.0,1.0,80.0,1.0,10.0,3.0,4.0,4.0,3.0,0.0,3.0,1179,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,No
37.0,304.0,3.0,4.0,1.0,2466.0,4.0,101.0,4.0,1.0,4.0,3925.0,8137.0,0.0,15.0,3.0,1.0,80.0,2.0,7.0,3.0,3.0,5.0,0.0,1.0,2.0,1272,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,Yes,No
57.0,1404.0,7.0,3.0,1.0,2467.0,4.0,58.0,1.0,3.0,4.0,7702.0,22945.0,4.0,13.0,3.0,1.0,80.0,0.0,35.0,3.0,2.0,6.0,4.0,0.0,2.0,961,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,Yes
44.0,720.0,2.0,3.0,1.0,2468.0,4.0,82.0,3.0,1.0,4.0,3794.0,22682.0,3.0,22.0,4.0,1.0,80.0,1.0,12.0,3.0,3.0,5.0,3.0,1.0,0.0,1420,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
35.0,1444.0,2.0,5.0,1.0,2469.0,3.0,103.0,4.0,3.0,2.0,7864.0,11211.0,1.0,13.0,3.0,1.0,80.0,0.0,10.0,2.0,3.0,10.0,7.0,4.0,7.0,910,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
51.0,392.0,8.0,1.0,1.0,2470.0,3.0,68.0,2.0,2.0,2.0,5843.0,25894.0,1.0,23.0,4.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,7.0,1.0,7.0,339,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,No
53.0,1315.0,3.0,3.0,1.0,2471.0,4.0,89.0,1.0,2.0,2.0,6150.0,18003.0,5.0,19.0,3.0,4.0,80.0,1.0,13.0,3.0,3.0,4.0,1.0,1.0,2.0,693,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,Yes
56.0,1250.0,5.0,4.0,1.0,2472.0,4.0,41.0,3.0,2.0,3.0,4887.0,17839.0,0.0,17.0,3.0,2.0,80.0,0.0,5.0,2.0,3.0,4.0,2.0,1.0,2.0,300,Travel_Rarely,Sales,Life Sciences,Male,Manager,Single,Yes,No
54.0,771.0,2.0,4.0,1.0,2473.0,3.0,72.0,2.0,4.0,3.0,18820.0,8221.0,0.0,15.0,3.0,1.0,80.0,1.0,32.0,4.0,3.0,31.0,16.0,10.0,8.0,390,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,Yes,No
41.0,322.0,10.0,3.0,1.0,2474.0,2.0,102.0,1.0,3.0,3.0,12891.0,6105.0,3.0,13.0,3.0,1.0,80.0,1.0,19.0,3.0,3.0,17.0,14.0,1.0,10.0,668,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,Yes,No
49.0,1205.0,24.0,3.0,1.0,2475.0,1.0,89.0,3.0,3.0,3.0,8900.0,15028.0,2.0,23.0,4.0,2.0,80.0,0.0,24.0,3.0,3.0,16.0,13.0,11.0,10.0,357,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Single,Yes,Yes
53.0,1195.0,7.0,4.0,1.0,2476.0,2.0,44.0,2.0,2.0,3.0,6717.0,15854.0,2.0,18.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,2.0,0.0,0.0,0.0,1375,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,Yes
47.0,368.0,3.0,3.0,1.0,2477.0,2.0,99.0,2.0,1.0,3.0,3350.0,8658.0,1.0,15.0,3.0,4.0,80.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,626,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Yes,No
40.0,509.0,18.0,2.0,1.0,2478.0,2.0,79.0,3.0,1.0,2.0,4003.0,12402.0,4.0,22.0,4.0,1.0,80.0,0.0,9.0,1.0,3.0,2.0,0.0,0.0,0.0,93,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,Yes
52.0,1230.0,27.0,1.0,1.0,2479.0,4.0,80.0,4.0,1.0,3.0,4177.0,6033.0,1.0,13.0,3.0,3.0,80.0,2.0,19.0,3.0,3.0,19.0,7.0,3.0,7.0,1173,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Yes,No
42.0,993.0,21.0,3.0,1.0,2480.0,4.0,87.0,3.0,3.0,1.0,10861.0,7674.0,1.0,14.0,3.0,3.0,80.0,0.0,20.0,2.0,3.0,20.0,6.0,2.0,7.0,886,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,Yes
40.0,419.0,10.0,4.0,1.0,2481.0,4.0,93.0,2.0,2.0,4.0,7208.0,25265.0,2.0,15.0,3.0,3.0,80.0,2.0,9.0,4.0,3.0,2.0,0.0,0.0,0.0,9,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,No
45.0,1287.0,3.0,1.0,1.0,2482.0,2.0,45.0,3.0,1.0,4.0,3561.0,11337.0,5.0,15.0,3.0,4.0,80.0,0.0,9.0,2.0,3.0,3.0,1.0,2.0,2.0,696,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
53.0,629.0,3.0,3.0,1.0,2483.0,2.0,60.0,3.0,3.0,2.0,10614.0,17152.0,2.0,13.0,3.0,2.0,80.0,0.0,14.0,4.0,3.0,4.0,2.0,3.0,2.0,1029,Non-Travel,Research & Development,Other,Male,Laboratory Technician,Divorced,Yes,No
47.0,1349.0,7.0,3.0,1.0,2484.0,2.0,67.0,3.0,3.0,1.0,9852.0,20269.0,2.0,18.0,3.0,3.0,80.0,1.0,24.0,2.0,3.0,2.0,0.0,0.0,0.0,494,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,Divorced,Yes,Yes
45.0,1470.0,8.0,4.0,1.0,2485.0,3.0,80.0,3.0,2.0,3.0,5312.0,5049.0,4.0,15.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,5.0,2.0,0.0,2.0,1401,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Married,Yes,Yes
41.0,1490.0,10.0,3.0,1.0,2486.0,3.0,82.0,3.0,2.0,3.0,9940.0,23382.0,3.0,20.0,3.0,3.0,80.0,1.0,18.0,4.0,3.0,2.0,0.0,0.0,0.0,444,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,No
31.0,330.0,2.0,1.0,1.0,2487.0,3.0,79.0,3.0,2.0,2.0,6907.0,23321.0,0.0,14.0,3.0,4.0,80.0,1.0,7.0,0.0,3.0,5.0,4.0,1.0,4.0,1054,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Yes,No
45.0,645.0,10.0,4.0,1.0,2488.0,3.0,87.0,2.0,2.0,3.0,5954.0,8726.0,1.0,13.0,3.0,2.0,80.0,1.0,10.0,3.0,4.0,9.0,7.0,0.0,0.0,8,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Yes,No
53.0,758.0,7.0,3.0,1.0,2489.0,1.0,59.0,3.0,4.0,3.0,18417.0,8942.0,6.0,14.0,3.0,3.0,80.0,0.0,22.0,4.0,3.0,19.0,16.0,13.0,14.0,1366,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,Yes,No
31.0,1001.0,9.0,3.0,1.0,2490.0,4.0,53.0,3.0,2.0,4.0,4948.0,7689.0,1.0,15.0,3.0,1.0,80.0,0.0,8.0,4.0,3.0,7.0,7.0,0.0,7.0,710,Non-Travel,Sales,Life Sciences,Male,Manager,Single,Yes,No
32.0,914.0,10.0,3.0,1.0,2491.0,3.0,67.0,3.0,2.0,3.0,4560.0,10272.0,3.0,14.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,8.0,7.0,1.0,7.0,611,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Single,Yes,No
31.0,856.0,3.0,1.0,1.0,2492.0,4.0,52.0,1.0,2.0,4.0,5791.0,21744.0,3.0,21.0,4.0,2.0,80.0,0.0,9.0,3.0,3.0,6.0,2.0,0.0,0.0,418,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,No
41.0,1338.0,3.0,2.0,1.0,2493.0,4.0,49.0,2.0,2.0,4.0,5947.0,21092.0,3.0,19.0,3.0,4.0,80.0,1.0,13.0,0.0,3.0,8.0,7.0,6.0,5.0,1060,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,Yes
35.0,1372.0,13.0,4.0,1.0,2494.0,2.0,55.0,3.0,2.0,1.0,5060.0,13583.0,2.0,18.0,3.0,3.0,80.0,0.0,10.0,2.0,1.0,4.0,1.0,1.0,2.0,1372,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Yes,No
36.0,792.0,17.0,3.0,1.0,2495.0,4.0,48.0,3.0,3.0,3.0,16590.0,21834.0,1.0,13.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,7.0,5.0,0.0,263,Travel_Rarely,Sales,Technical Degree,Female,Manager,Married,Yes,Yes
44.0,969.0,7.0,3.0,1.0,2496.0,4.0,45.0,3.0,3.0,3.0,9431.0,17587.0,1.0,13.0,3.0,2.0,80.0,0.0,10.0,3.0,3.0,10.0,7.0,7.0,7.0,711,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,Yes
42.0,235.0,9.0,3.0,1.0,2497.0,4.0,92.0,3.0,4.0,4.0,18325.0,17066.0,2.0,14.0,3.0,3.0,80.0,0.0,20.0,3.0,2.0,6.0,0.0,1.0,3.0,1105,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
37.0,1143.0,8.0,2.0,1.0,2498.0,3.0,97.0,3.0,2.0,1.0,7039.0,15231.0,5.0,18.0,3.0,2.0,80.0,1.0,7.0,1.0,3.0,4.0,2.0,1.0,2.0,362,Non-Travel,Sales,Medical,Male,Sales Representative,Single,Yes,No
49.0,323.0,3.0,2.0,1.0,2499.0,3.0,43.0,3.0,3.0,4.0,15986.0,14934.0,1.0,13.0,3.0,3.0,80.0,1.0,25.0,3.0,2.0,24.0,13.0,3.0,0.0,1322,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,Yes,No
34.0,513.0,7.0,1.0,1.0,2500.0,4.0,65.0,3.0,1.0,2.0,3969.0,19912.0,0.0,15.0,3.0,1.0,80.0,0.0,5.0,3.0,3.0,4.0,2.0,1.0,2.0,808,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,No
23.0,873.0,10.0,3.0,1.0,2501.0,4.0,76.0,2.0,1.0,3.0,2413.0,11940.0,1.0,13.0,3.0,1.0,80.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,536,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,No
38.0,1246.0,3.0,4.0,1.0,2502.0,4.0,68.0,3.0,2.0,1.0,5811.0,7378.0,2.0,13.0,3.0,1.0,80.0,1.0,16.0,2.0,4.0,2.0,0.0,0.0,0.0,757,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,No
57.0,784.0,8.0,3.0,1.0,2503.0,3.0,74.0,3.0,1.0,1.0,5081.0,15814.0,4.0,19.0,3.0,3.0,80.0,1.0,18.0,3.0,3.0,3.0,2.0,2.0,2.0,1007,Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,Single,Yes,Yes
33.0,1202.0,4.0,2.0,1.0,2504.0,2.0,69.0,3.0,2.0,3.0,6219.0,6207.0,1.0,15.0,3.0,1.0,80.0,1.0,7.0,4.0,2.0,6.0,0.0,1.0,2.0,1175,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Yes,No
43.0,854.0,3.0,2.0,1.0,2505.0,3.0,48.0,4.0,2.0,2.0,5070.0,12130.0,1.0,24.0,4.0,4.0,80.0,1.0,9.0,2.0,3.0,8.0,7.0,3.0,7.0,562,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,Yes,Yes
32.0,1185.0,9.0,3.0,1.0,2506.0,4.0,98.0,3.0,1.0,4.0,3172.0,5404.0,1.0,23.0,4.0,4.0,80.0,1.0,6.0,3.0,2.0,5.0,2.0,0.0,4.0,541,Non-Travel,Research & Development,Life Sciences,Female,Research Director,Married,Yes,No
36.0,874.0,14.0,3.0,1.0,2507.0,3.0,66.0,3.0,1.0,4.0,3492.0,23359.0,5.0,14.0,3.0,3.0,80.0,1.0,9.0,2.0,1.0,5.0,4.0,0.0,4.0,616,Travel_Rarely,Sales,Marketing,Female,Manager,Married,Yes,No
39.0,968.0,7.0,4.0,1.0,2508.0,3.0,67.0,1.0,1.0,3.0,3758.0,9312.0,1.0,15.0,3.0,3.0,80.0,1.0,8.0,4.0,3.0,7.0,7.0,1.0,7.0,27,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Yes,No
32.0,1195.0,8.0,2.0,1.0,2509.0,2.0,70.0,2.0,1.0,4.0,5674.0,25028.0,1.0,14.0,3.0,4.0,80.0,1.0,7.0,5.0,3.0,5.0,1.0,0.0,4.0,1087,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Married,Yes,Yes
33.0,244.0,13.0,3.0,1.0,2510.0,1.0,59.0,3.0,2.0,2.0,6397.0,19073.0,5.0,13.0,3.0,1.0,80.0,0.0,8.0,4.0,1.0,5.0,3.0,0.0,0.0,1152,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Yes,No
61.0,1493.0,27.0,3.0,1.0,2511.0,3.0,85.0,2.0,3.0,1.0,10326.0,5617.0,4.0,20.0,3.0,4.0,80.0,0.0,21.0,4.0,4.0,17.0,12.0,11.0,10.0,824,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,No
33.0,868.0,2.0,4.0,1.0,2512.0,2.0,82.0,1.0,1.0,4.0,3740.0,20427.0,1.0,19.0,3.0,4.0,80.0,1.0,10.0,4.0,3.0,10.0,7.0,2.0,7.0,88,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,No
28.0,1472.0,5.0,1.0,1.0,2513.0,4.0,51.0,3.0,2.0,3.0,4998.0,16983.0,1.0,13.0,3.0,3.0,80.0,1.0,6.0,3.0,3.0,5.0,4.0,0.0,3.0,686,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,Yes
43.0,709.0,5.0,4.0,1.0,2514.0,3.0,74.0,2.0,3.0,4.0,10840.0,10863.0,6.0,13.0,3.0,1.0,80.0,1.0,15.0,2.0,2.0,12.0,10.0,2.0,10.0,373,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,Yes,No
40.0,1139.0,14.0,3.0,1.0,2515.0,4.0,99.0,3.0,1.0,1.0,4014.0,27739.0,1.0,13.0,3.0,3.0,80.0,1.0,18.0,2.0,2.0,17.0,7.0,11.0,15.0,806,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Yes,No
33.0,1377.0,4.0,1.0,1.0,2516.0,2.0,92.0,3.0,1.0,1.0,5488.0,17904.0,1.0,19.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,10.0,8.0,1.0,5.0,906,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,Yes,No
37.0,1139.0,9.0,4.0,1.0,2517.0,1.0,60.0,3.0,1.0,3.0,3759.0,5826.0,1.0,16.0,3.0,4.0,80.0,0.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,673,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,Yes,Yes
37.0,573.0,7.0,4.0,1.0,2518.0,1.0,45.0,3.0,1.0,4.0,3959.0,23278.0,1.0,14.0,3.0,3.0,80.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,1078,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,Yes,No
50.0,246.0,21.0,3.0,1.0,2519.0,4.0,66.0,3.0,3.0,4.0,16355.0,5242.0,3.0,13.0,3.0,2.0,80.0,1.0,23.0,3.0,3.0,21.0,15.0,4.0,7.0,694,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,Yes,No
35.0,1114.0,16.0,4.0,1.0,2520.0,1.0,76.0,3.0,3.0,3.0,8488.0,20467.0,2.0,14.0,3.0,1.0,80.0,2.0,10.0,2.0,3.0,2.0,0.0,0.0,0.0,282,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,Yes,No
36.0,483.0,6.0,2.0,1.0,2521.0,2.0,57.0,3.0,2.0,2.0,7060.0,11174.0,1.0,15.0,3.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,7.0,4.0,3.0,1259,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,No
