EmployeeNumber,Gender,Education,EducationField,Department,JobRole,JobLevel,PerformanceRating,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,EnvironmentSatisfaction,BusinessTravel,OverTime,WorkLifeBalance,MaritalStatus,StockOptionLevel,Age,DistanceFromHome,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
137,Female,Doctor,Technical Degree,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Medium,High,Travel Rarely,Never,Best,Married,L0,29,25,2546,408,71,18300,5,16,6,2,2,2,1,1,Yes
138,Female,Bachelor,Life Sciences,Research & Development,Research Director,L3,Very High,Very High,Very High,Low,Low,Travel Never,Never,Better,Married,L1,36,8,11713,427,63,20335,9,14,10,2,8,7,0,5,No
139,Female,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Low,Low,Travel Rarely,Never,Best,Single,L0,32,9,4200,1033,41,10224,7,22,10,2,5,4,0,4,Yes
140,Male,Bachelor,Marketing,Sales,Sales Representative,L1,High,High,High,Low,Very High,Travel Frequently,Never,Good,Married,L1,23,9,1790,638,33,26956,1,19,1,3,1,0,1,0,Yes
141,Female,Bachelor,Life Sciences,Research & Development,Manufacturing Director,L3,Medium,Medium,Medium,Very High,Low,Travel Rarely,Never,Better,Married,L2,40,15,10435,884,80,25800,1,13,18,2,18,15,14,12,No
142,Male,Below College,Life Sciences,Sales,Sales Executive,L3,Medium,Medium,Medium,Low,High,Travel Rarely,Frequently,Better,Married,L1,36,3,10325,530,51,5518,1,11,16,6,16,7,3,7,Yes
143,Male,Doctor,Life Sciences,Sales,Sales Executive,L3,Very High,Very High,Very High,Very High,Low,Travel Rarely,Never,Better,Single,L0,39,2,7880,903,41,2560,0,18,9,3,8,7,0,7,No
144,Male,Master,Medical,Research & Development,Healthcare Representative,L2,High,High,High,High,Very High,Travel Rarely,Never,Better,Married,L0,57,1,6755,593,88,2967,2,11,15,2,3,2,1,2,No
145,Male,Master,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,Medium,Very High,Travel Rarely,Never,Bad,Single,L0,40,9,2018,676,86,21831,3,14,15,3,5,4,1,0,Yes
146,Female,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L2,Low,Low,Low,Low,High,Travel Never,Never,Better,Married,L3,28,1,6674,1476,55,16392,0,11,10,6,9,8,7,5,No
147,Female,Below College,Life Sciences,Research & Development,Manufacturing Director,L4,Medium,Medium,Medium,High,Very High,Travel Rarely,Never,Better,Married,L1,39,1,12742,466,65,7060,1,16,21,3,21,6,11,8,No
148,Male,Bachelor,Marketing,Sales,Sales Executive,L3,High,High,High,High,High,Travel Rarely,Never,Good,Married,L2,35,16,8020,1232,96,5100,0,15,12,3,11,9,6,9,No
149,Female,Bachelor,Medical,Research & Development,Healthcare Representative,L2,High,High,High,High,High,Travel Rarely,Never,Better,Married,L1,38,10,9824,1495,76,22174,3,19,18,4,1,0,0,0,No
150,Male,Master,Life Sciences,Research & Development,Healthcare Representative,L2,Medium,Medium,Medium,High,High,Travel Rarely,Never,Better,Single,L0,35,9,6540,755,97,19394,9,19,10,5,1,1,0,0,No
151,Female,Below College,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,Very High,High,Travel Rarely,Frequently,Good,Married,L0,28,12,2515,1485,79,22955,1,11,1,4,1,1,0,0,Yes
152,Male,Below College,Marketing,Sales,Sales Representative,L1,High,High,High,Very High,Very High,Travel Rarely,Frequently,Good,Single,L0,19,22,1675,528,50,26820,1,19,0,2,0,0,0,0,Yes
153,Female,Bachelor,Marketing,Sales,Sales Executive,L2,High,High,High,High,Low,Travel Rarely,Never,Better,Single,L0,33,16,5324,118,69,26507,5,15,6,3,3,2,0,2,Yes
154,Female,Doctor,Technical Degree,Research & Development,Manufacturing Director,L3,Medium,Medium,Medium,Medium,High,Travel Rarely,Never,Better,Married,L1,53,2,10169,607,78,14618,0,16,34,4,33,7,1,9,Yes
155,Female,Master,Medical,Research & Development,Manufacturing Director,L4,Medium,Medium,Medium,Very High,Low,Travel Never,Frequently,Good,Married,L3,53,1,12965,661,60,22308,4,20,27,2,3,2,0,2,No
156,Male,Bachelor,Life Sciences,Research & Development,Healthcare Representative,L3,High,High,High,Very High,Very High,Travel Rarely,Frequently,Better,Married,L1,36,10,8321,1383,90,25949,7,13,15,1,12,8,5,7,No
157,Male,College,Life Sciences,Sales,Sales Representative,L1,Medium,Medium,Medium,Low,Low,Travel Rarely,Never,Better,Married,L0,25,9,4400,383,68,15182,3,12,6,2,3,2,2,2,Yes
158,Male,Bachelor,Life Sciences,Sales,Sales Executive,L3,High,High,High,Medium,High,Travel Rarely,Frequently,Good,Divorced,L1,46,2,10368,1277,74,5596,4,12,13,5,10,6,0,3,No
159,Male,Bachelor,Medical,Human Resources,Manager,L5,High,High,High,High,Low,Travel Frequently,Never,Better,Married,L1,50,3,18200,1246,99,7999,1,11,32,2,32,5,10,7,No
160,Female,Bachelor,Life Sciences,Research & Development,Healthcare Representative,L3,High,High,High,Low,High,Travel Rarely,Never,Good,Married,L1,43,7,9985,1001,43,9262,8,16,10,1,1,0,0,0,No
161,Male,Master,Marketing,Sales,Sales Executive,L2,Medium,Medium,Medium,High,High,Travel Rarely,Frequently,Good,Single,L0,32,2,9907,414,82,26186,7,12,7,3,2,2,2,2,Yes
162,Female,Bachelor,Life Sciences,Research & Development,Research Director,L5,High,High,High,Low,Low,Travel Frequently,Frequently,Good,Married,L0,50,1,18172,1115,73,9755,3,19,28,1,8,3,0,7,No
163,Female,Bachelor,Marketing,Sales,Sales Representative,L1,Low,Low,Low,High,Medium,Travel Rarely,Never,Better,Single,L0,29,9,2760,428,52,14630,1,13,2,3,2,2,2,2,Yes
164,Male,Below College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Low,Medium,Travel Frequently,Never,Best,Married,L0,33,5,9998,1111,61,19293,6,13,8,2,5,4,1,2,No
165,Male,Master,Life Sciences,Research & Development,Healthcare Representative,L2,High,High,High,Medium,Low,Travel Rarely,Never,Good,Married,L2,36,26,5347,1351,80,7419,6,14,10,2,3,2,0,2,No
166,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Very High,Very High,Travel Rarely,Frequently,Bad,Married,L0,39,6,2404,1122,70,4303,7,21,8,2,2,2,2,2,Yes
167,Female,Bachelor,Technical Degree,Research & Development,Research Scientist,L1,High,High,High,High,Very High,Travel Rarely,Frequently,Better,Single,L0,30,3,2657,1005,88,8556,5,11,8,5,5,2,0,4,Yes
168,Male,Bachelor,Medical,Research & Development,Manager,L3,High,High,High,Medium,High,Travel Rarely,Never,Best,Single,L0,32,10,11244,495,64,21072,2,25,10,5,5,2,0,0,No
169,Male,Bachelor,Technical Degree,Research & Development,Research Scientist,L1,High,High,High,High,Low,Travel Rarely,Never,Good,Married,L1,47,1,3420,465,74,10205,7,12,17,2,6,5,1,2,No
170,Female,Bachelor,Human Resources,Human Resources,Human Resources,L3,High,High,High,High,Medium,Travel Frequently,Frequently,Better,Divorced,L3,34,23,9950,988,43,11533,9,15,11,2,3,2,0,2,Yes
171,Female,Master,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Very High,Very High,Travel Rarely,Never,Better,Divorced,L2,45,1,2270,974,91,11005,3,14,8,2,5,3,0,2,No
172,Female,Bachelor,Human Resources,Human Resources,Human Resources,L1,Medium,Medium,Medium,Low,Low,Travel Frequently,Never,Better,Married,L0,27,22,2863,1337,58,19555,1,12,1,2,1,0,0,0,Yes
173,Female,Bachelor,Technical Degree,Sales,Sales Executive,L2,High,High,High,Low,Low,Travel Frequently,Never,Bad,Single,L0,29,13,5765,115,51,17485,5,11,7,4,5,3,0,0,Yes
174,Male,Master,Life Sciences,Research & Development,Manufacturing Director,L2,Medium,Medium,Medium,High,Low,Travel Rarely,Never,Best,Divorced,L1,37,1,5993,1115,51,2689,1,18,7,2,7,5,0,7,No
175,Male,Below College,Marketing,Sales,Sales Representative,L1,High,High,High,Low,Very High,Travel Rarely,Never,Better,Single,L0,30,7,2983,413,57,18398,0,14,4,3,3,2,1,2,No
176,Female,College,Marketing,Sales,Sales Representative,L1,Low,Low,Low,Very High,Very High,Travel Frequently,Never,Good,Divorced,L1,34,6,2351,296,33,12253,0,16,3,3,2,2,1,0,Yes
177,Male,Doctor,Human Resources,Human Resources,Human Resources,L1,Very High,Very High,Very High,High,Very High,Travel Rarely,Never,Better,Married,L0,31,18,2956,359,89,21495,0,17,2,4,1,0,0,0,Yes
178,Male,Bachelor,Technical Degree,Sales,Sales Executive,L2,Medium,Medium,Medium,High,Very High,Travel Rarely,Never,Good,Single,L0,26,8,5326,1146,38,3064,6,17,6,2,4,3,1,2,Yes
179,Male,Bachelor,Medical,Research & Development,Research Scientist,L2,High,High,High,Low,Low,Travel Rarely,Never,Better,Married,L0,37,13,4285,674,47,3031,1,17,10,2,10,8,3,7,No
180,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Frequently,Bad,Married,L1,33,14,2436,813,58,22149,5,13,8,2,5,4,0,4,Yes
181,Female,Bachelor,Medical,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Low,Very High,Travel Rarely,Frequently,Better,Single,L0,20,11,2600,1097,98,18275,1,15,1,2,1,0,0,0,Yes
182,Male,Master,Life Sciences,Sales,Sales Representative,L1,High,High,High,Very High,High,Travel Rarely,Frequently,Good,Single,L0,36,2,2644,1157,70,17001,3,21,7,3,3,2,1,2,No
183,Female,College,Medical,Research & Development,Healthcare Representative,L2,High,High,High,Very High,Very High,Travel Rarely,Never,Best,Married,L1,46,21,8926,261,66,10842,4,22,13,2,9,7,3,7,Yes
184,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Very High,Very High,Travel Rarely,Frequently,Bad,Married,L0,39,6,2404,1122,70,4303,7,21,8,2,2,2,2,2,Yes
185,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,Very High,Very High,Very High,High,High,Travel Rarely,Frequently,Better,Married,L2,23,6,1601,1243,63,3445,1,21,1,2,0,0,0,0,Yes
186,Male,Bachelor,Technical Degree,Research & Development,Laboratory Technician,L1,Low,Low,Low,Medium,High,Travel Rarely,Frequently,Bad,Single,L0,26,24,2340,471,66,23213,1,18,1,3,1,0,0,0,Yes
187,Male,Bachelor,Human Resources,Human Resources,Human Resources,L1,High,High,High,Very High,Medium,Travel Rarely,Never,Better,Married,L1,33,2,3600,147,99,8429,1,13,5,2,5,4,1,4,No
188,Male,College,Medical,Research & Development,Laboratory Technician,L2,Very High,Very High,Very High,High,High,Travel Frequently,Never,Better,Married,L1,36,23,2571,884,41,12290,4,17,17,3,5,2,0,3,No
189,Male,Bachelor,Technical Degree,Sales,Sales Executive,L2,Medium,Medium,Medium,High,Very High,Travel Rarely,Never,Good,Single,L0,26,8,5326,1146,38,3064,6,17,6,2,4,3,1,2,Yes
190,Male,Bachelor,Technical Degree,Research & Development,Laboratory Technician,L1,Low,Low,Low,Medium,High,Travel Rarely,Frequently,Bad,Single,L0,26,24,2340,471,66,23213,1,18,1,3,1,0,0,0,Yes
191,Female,Doctor,Marketing,Sales,Sales Executive,L2,High,High,High,Low,Medium,Travel Rarely,Never,Better,Married,L1,48,2,4051,163,37,19658,2,14,14,2,9,7,6,7,No
192,Male,College,Medical,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,High,Medium,Travel Never,Never,Good,Divorced,L3,33,1,2008,1313,59,20439,1,12,1,2,1,1,0,0,No
193,Male,College,Medical,Research & Development,Healthcare Representative,L2,High,High,High,Very High,High,Travel Rarely,Frequently,Good,Married,L0,31,11,6833,1332,80,17089,1,12,6,2,6,5,0,1,No
194,Female,Master,Medical,Sales,Sales Executive,L2,Medium,Medium,Medium,High,Low,Travel Rarely,Frequently,Best,Single,L0,34,24,4599,790,40,7815,0,23,16,2,15,9,10,10,Yes
195,Male,College,Medical,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,High,High,Travel Frequently,Never,Good,Single,L0,28,2,2561,289,38,5355,7,11,8,2,0,0,0,0,Yes
196,Female,Master,Medical,Sales,Sales Executive,L2,Medium,Medium,Medium,High,Low,Travel Rarely,Frequently,Best,Single,L0,34,24,4599,790,40,7815,0,23,16,2,15,9,10,10,Yes
197,Male,Bachelor,Medical,Research & Development,Research Scientist,L2,Very High,Very High,Very High,Low,High,Travel Rarely,Frequently,Better,Divorced,L2,37,6,5974,1319,51,17001,4,13,13,2,7,7,6,7,No
198,Male,Below College,Medical,Research & Development,Manager,L3,High,High,High,Very High,Medium,Travel Rarely,Frequently,Best,Married,L0,33,15,13610,1277,56,24619,7,12,15,2,7,6,7,7,Yes
199,Male,College,Life Sciences,Research & Development,Laboratory Technician,L2,High,High,High,Low,Very High,Travel Rarely,Never,Better,Married,L1,32,7,4883,1089,79,22845,1,18,10,3,10,4,1,1,Yes
200,Female,College,Medical,Sales,Sales Executive,L2,High,High,High,Very High,High,Travel Rarely,Frequently,Better,Divorced,L1,31,10,6583,1079,86,20115,2,11,8,2,5,2,1,4,No
201,Female,Bachelor,Medical,Research & Development,Research Director,L3,Low,Low,Low,Low,Medium,Travel Rarely,Never,Better,Married,L1,38,10,13206,201,99,3376,3,12,20,3,18,16,1,11,No
202,Female,Bachelor,Technical Degree,Research & Development,Research Director,L5,High,High,High,Very High,Medium,Travel Rarely,Never,Better,Married,L0,41,12,19545,1360,49,16280,1,12,23,0,22,15,15,8,Yes
203,Male,College,Life Sciences,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Medium,Very High,Travel Frequently,Frequently,Good,Single,L0,29,24,2439,459,73,14753,1,24,1,3,1,0,1,0,Yes
204,Male,Bachelor,Technical Degree,Sales,Sales Representative,L2,High,High,High,High,Very High,Travel Rarely,Never,Best,Married,L1,39,5,2086,895,56,3335,3,14,19,6,1,0,0,0,Yes
205,Male,Master,Life Sciences,Human Resources,Manager,L5,High,High,High,Low,Very High,Travel Rarely,Never,Better,Single,L0,56,8,19717,206,99,4022,6,14,36,4,7,3,7,7,No
206,Male,Master,Life Sciences,Research & Development,Research Director,L4,High,High,High,Medium,Low,Travel Frequently,Frequently,Better,Married,L0,58,15,15787,1216,87,21624,2,14,23,3,2,2,2,2,No
207,Female,Below College,Other,Research & Development,Research Scientist,L1,High,High,High,Low,Very High,Travel Rarely,Never,Good,Single,L0,21,18,2693,1427,65,8870,1,19,1,3,1,0,0,0,Yes
208,Male,Master,Other,Research & Development,Laboratory Technician,L1,Low,Low,Low,Very High,Medium,Travel Rarely,Frequently,Good,Married,L0,29,8,2119,318,77,4759,1,11,7,4,7,7,0,7,Yes
209,Male,Bachelor,Medical,Sales,Sales Executive,L2,Medium,Medium,Medium,Medium,High,Travel Frequently,Never,Better,Single,L0,26,1,4294,1283,52,11148,1,12,7,2,7,7,0,7,No
210,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Frequently,Bad,Married,L1,33,14,2436,813,58,22149,5,13,8,2,5,4,0,4,Yes
211,Female,Below College,Technical Degree,Sales,Sales Representative,L1,High,High,High,Medium,Low,Travel Rarely,Frequently,Better,Single,L0,24,1,3202,1448,62,21972,1,16,6,4,5,3,1,4,Yes
212,Male,Master,Other,Research & Development,Research Scientist,L1,High,High,High,High,Medium,Travel Rarely,Never,Better,Single,L0,36,7,4678,188,65,23293,2,18,8,6,6,2,0,1,No
213,Male,Bachelor,Technical Degree,Sales,Sales Representative,L1,Very High,Very High,Very High,Very High,High,Travel Frequently,Never,Better,Single,L0,29,24,1091,746,45,10642,1,17,1,3,1,0,0,0,Yes
214,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Medium,Very High,Travel Rarely,Never,Better,Single,L0,35,1,2450,992,68,21731,1,19,3,3,3,0,1,2,No
215,Male,Bachelor,Medical,Research & Development,Healthcare Representative,L3,Medium,Medium,Medium,High,High,Travel Frequently,Frequently,Good,Married,L1,46,1,10673,638,40,3142,2,13,21,5,10,9,9,5,No
216,Female,Bachelor,Technical Degree,Research & Development,Research Scientist,L1,High,High,High,High,Very High,Travel Rarely,Frequently,Better,Single,L0,30,3,2657,1005,88,8556,5,11,8,5,5,2,0,4,Yes
217,Male,Bachelor,Life Sciences,Research & Development,Research Director,L4,High,High,High,High,Very High,Travel Rarely,Never,Best,Married,L1,44,28,16328,136,32,22074,3,13,24,1,20,6,14,17,No
218,Female,Bachelor,Medical,Sales,Sales Executive,L2,High,High,High,High,High,Travel Rarely,Frequently,Good,Married,L1,47,14,4591,571,78,24200,3,17,11,4,5,4,1,2,No
219,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L2,High,High,High,High,Medium,Travel Rarely,Never,Bad,Divorced,L1,45,9,2348,194,60,10901,8,18,20,2,17,9,0,15,No
220,Male,Below College,Life Sciences,Sales,Sales Representative,L1,Low,Low,Low,Very High,High,Travel Frequently,Frequently,Better,Single,L0,25,24,1118,599,73,8040,1,14,1,4,1,0,1,0,Yes
221,Female,Master,Medical,Research & Development,Healthcare Representative,L2,High,High,High,High,Low,Travel Rarely,Frequently,Better,Single,L0,35,10,6142,670,51,4223,3,16,10,4,5,2,0,4,No
222,Male,Below College,Technical Degree,Research & Development,Research Scientist,L1,High,High,High,High,High,Travel Frequently,Never,Better,Single,L0,26,3,3102,575,73,6582,0,22,7,2,6,4,0,4,Yes
223,Male,College,Medical,Research & Development,Research Scientist,L1,High,High,High,High,High,Travel Frequently,Frequently,Good,Divorced,L3,44,1,2342,429,99,11092,1,12,6,2,5,3,2,3,Yes
224,Male,College,Medical,Research & Development,Manufacturing Director,L2,High,High,High,Very High,Low,Travel Rarely,Never,Better,Married,L1,39,9,5151,867,87,12315,1,25,10,3,10,0,7,9,No
225,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,High,Medium,Travel Rarely,Never,Good,Single,L0,19,2,1102,303,47,9241,1,22,1,3,1,0,1,0,Yes
226,Male,Bachelor,Life Sciences,Sales,Sales Executive,L2,High,High,High,Very High,High,Travel Rarely,Never,Better,Married,L1,38,14,9924,1245,80,12355,0,11,10,3,9,8,7,7,No
227,Female,Bachelor,Medical,Research & Development,Healthcare Representative,L2,High,High,High,Low,Medium,Travel Rarely,Never,Good,Married,L1,29,27,4335,657,66,25549,4,12,11,3,8,7,1,1,No
228,Female,College,Medical,Human Resources,Human Resources,L1,Very High,Very High,Very High,Very High,Very High,Travel Rarely,Never,Better,Single,L0,31,8,2109,1398,96,24609,9,18,8,3,3,2,0,2,No
229,Female,Doctor,Life Sciences,Sales,Manager,L4,High,High,High,Very High,Low,Travel Rarely,Never,Better,Single,L0,55,18,16835,1117,83,9873,3,23,37,2,10,9,7,7,No
230,Male,Bachelor,Technical Degree,Research & Development,Laboratory Technician,L1,Low,Low,Low,Medium,High,Travel Rarely,Frequently,Bad,Single,L0,26,24,2340,471,66,23213,1,18,1,3,1,0,0,0,Yes
231,Female,College,Other,Research & Development,Manufacturing Director,L2,Very High,Very High,Very High,Very High,Low,Travel Never,Never,Good,Divorced,L1,24,11,4011,673,96,8232,0,18,5,5,4,2,1,3,No
232,Female,Bachelor,Marketing,Sales,Sales Representative,L1,High,High,High,Medium,Very High,Travel Rarely,Frequently,Better,Single,L0,33,5,2851,350,34,9150,1,13,1,2,1,0,0,0,Yes
233,Male,College,Life Sciences,Research & Development,Laboratory Technician,L2,Medium,Medium,Medium,Low,Low,Travel Frequently,Never,Better,Single,L0,49,28,4284,1475,97,22710,3,20,20,2,4,3,1,3,Yes
234,Female,Master,Other,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Never,Bad,Married,L0,52,8,2950,258,54,17363,9,13,12,2,5,4,0,4,No
235,Male,Below College,Life Sciences,Research & Development,Manufacturing Director,L2,Low,Low,Low,Medium,High,Travel Rarely,Never,Good,Married,L2,28,29,6549,1083,96,3173,1,14,8,2,8,6,1,7,No
236,Male,Master,Life Sciences,Research & Development,Manager,L5,Medium,Medium,Medium,Low,High,Travel Rarely,Never,Better,Married,L1,52,1,19999,699,65,5678,0,14,34,5,33,18,11,9,No
237,Female,Bachelor,Marketing,Sales,Sales Executive,L3,High,High,High,Very High,High,Travel Frequently,Never,Better,Single,L0,50,12,9208,809,77,6645,4,11,16,3,2,2,2,1,No
238,Male,Bachelor,Other,Sales,Sales Executive,L2,High,High,High,Medium,Very High,Travel Rarely,Never,Best,Married,L1,45,2,4805,561,61,16177,0,19,9,3,8,7,3,7,No
239,Male,Below College,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,High,High,Travel Rarely,Never,Good,Divorced,L2,23,26,2904,1309,83,16092,1,12,4,2,4,2,0,2,No
240,Female,Bachelor,Marketing,Sales,Sales Representative,L1,High,High,High,Medium,Very High,Travel Frequently,Frequently,Better,Single,L0,20,9,2323,769,54,17205,1,14,2,3,2,2,0,2,Yes
241,Female,Doctor,Life Sciences,Research & Development,Research Director,L3,Medium,Medium,Medium,High,Very High,Travel Rarely,Never,Better,Divorced,L3,50,17,13269,813,50,21981,5,15,19,3,14,11,1,11,No
242,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Frequently,Never,Good,Married,L1,31,15,2610,874,72,6233,1,12,2,5,2,2,2,2,Yes
243,Male,College,Technical Degree,Human Resources,Human Resources,L1,Medium,Medium,Medium,High,Low,Travel Rarely,Never,Best,Single,L0,19,2,2564,489,52,18437,1,12,1,3,1,0,0,0,Yes
